"","Point est.","Upper C.I."
"isolate.id.OXEC-439",0.999982025154058,0.99998555589967
"isolate.id.OXEC-44",1.00006788290434,1.00041410358791
"isolate.id.OXEC-440",1.00000944342887,1.00012782417278
"isolate.id.OXEC-442",1.00002101214151,1.00017332729717
"isolate.id.OXEC-443",1.00005137014535,1.00027155322229
"isolate.id.OXEC-444",1.00007664044053,1.00019014943959
"isolate.id.OXEC-445",1.00001025082507,1.00011445516573
"isolate.id.OXEC-446",0.999982716615749,0.999989681766065
"isolate.id.OXEC-447",0.999983038745302,0.999994972596953
"isolate.id.OXEC-448",0.999993396002069,1.00003322778819
"isolate.id.OXEC-449",1.00008297767549,1.00021658031082
"isolate.id.OXEC-451",1.00011126656524,1.00033927319366
"isolate.id.OXEC-454",1.00001074069177,1.00013243507867
"isolate.id.OXEC-457",1.00001818442749,1.00002985335796
"isolate.id.OXEC-459",0.99999010202577,0.999991075090194
"isolate.id.OXEC-460",1.00016729592091,1.00087482125937
"isolate.id.OXEC-461",1.00003651766928,1.00011284676443
"isolate.id.OXEC-462",1.00006529896865,1.00009695789348
"isolate.id.OXEC-463",0.999987983492598,0.99999408908548
"isolate.id.OXEC-464",1.00006814039813,1.00013655229702
"isolate.id.OXEC-466",1.00007075757504,1.00043506438965
"isolate.id.OXEC-468",1.00000484977137,1.00010420228458
"isolate.id.OXEC-469",1.00003813678917,1.00007080404612
"isolate.id.OXEC-470",0.999983386976832,0.999984441995061
"isolate.id.OXEC-471",0.999984918014771,0.999992755539081
"isolate.id.OXEC-474",1.00004012434832,1.00006034433818
"isolate.id.OXEC-475",0.999984525500726,1.00000110910066
"isolate.id.OXEC-476",0.999981135728226,0.99998301196065
"isolate.id.OXEC-477",1.00001109080039,1.00002691885935
"isolate.id.OXEC-478",0.999994410073652,1.00002468709582
"isolate.id.OXEC-479",0.999987559122443,1.00001084278393
"isolate.id.OXEC-480",0.999994989864148,1.00001382675975
"isolate.id.OXEC-481",1.00010707108597,1.00059560841763
"isolate.id.OXEC-485",1.00000606217598,1.0000683676637
"isolate.id.OXEC-486",0.999991884173575,1.00003968153076
"isolate.id.OXEC-487",1.00003512024847,1.00014239746678
"isolate.id.OXEC-488",1.00001256511826,1.00012161151111
"isolate.id.OXEC-489",1.00005599411418,1.00011815483765
"isolate.id.OXEC-490",1.00002557678073,1.00002606055511
"isolate.id.OXEC-493",1.00013795876855,1.00076590704303
"isolate.id.OXEC-495",1.00008843620984,1.00027025120819
"isolate.id.OXEC-499",1.0000100964975,1.00012890220575
"isolate.id.OXEC-502",0.999986994553949,1.00001511611919
"isolate.id.OXEC-503",1.000003867254,1.00009899454411
"isolate.id.OXEC-504",0.999991469206817,1.00002972233468
"isolate.id.OXEC-506",0.999983819542264,0.99999268883676
"isolate.id.OXEC-507",0.999989493017538,1.00000101785307
"isolate.id.OXEC-508",1.00000968503602,1.00006031960308
"isolate.id.OXEC-510",0.999990580934565,1.00002290436722
"isolate.id.OXEC-511",0.999983489285914,0.999983489304648
"isolate.id.OXEC-512",1.00002798089722,1.00003647269809
"isolate.id.OXEC-513",0.999993270936741,1.00003785771355
"isolate.id.OXEC-515",1.00007598880296,1.00014588730755
"isolate.id.OXEC-517",1.00002960418675,1.00002995379873
"isolate.id.OXEC-518",1.00003152279537,1.00009636598529
"isolate.id.OXEC-524",1.000143634625,1.00015193461186
"isolate.id.OXEC-528",1.00006934505716,1.00012625782674
"isolate.id.OXEC-530",0.999982546199204,0.999989357460544
"isolate.id.OXEC-531",1.00002319884557,1.00017393138191
"isolate.id.OXEC-532",1.00006598401287,1.00039912680548
"isolate.id.OXEC-533",1.0000118218218,1.0001365998411
"isolate.id.OXEC-534",0.999981054179836,0.999985194200418
"isolate.id.OXEC-535",1.00000422428267,1.00009325285206
"isolate.id.OXEC-536",0.999994704190516,0.999997264723579
"isolate.id.OXEC-537",1.0000234019033,1.00005330951008
"isolate.id.OXEC-539",0.999985047687692,1.0000014414849
"isolate.id.OXEC-54",1.00001290386856,1.00001698605
"isolate.id.OXEC-540",1.00003259236266,1.00007778276737
"isolate.id.OXEC-541",1.00002373435118,1.00014930172769
"isolate.id.OXEC-542",1.0000240420465,1.00004884529964
"isolate.id.OXEC-543",1.00008149040791,1.00010057290912
"isolate.id.OXEC-544",1.00002213602357,1.00011468323724
"isolate.id.OXEC-546",1.00000931333755,1.00007879378004
"isolate.id.OXEC-55",1.00008534464915,1.00014447111521
"isolate.id.OXEC-56",1.00015218949972,1.00082720533544
"isolate.id.OXEC-58",0.999986207807461,1.00001102899116
"isolate.id.OXEC-59",1.00018367238249,1.00100067313664
"isolate.id.OXEC-6",1.00006167971165,1.00009207160961
"isolate.id.OXEC-61",1.00005994087625,1.0000640870391
"isolate.id.OXEC-63",1.00000833295785,1.00010450610328
"isolate.id.OXEC-64",0.999989105664709,1.00001814070357
"isolate.id.OXEC-65",1.0000956924064,1.00054585538137
"isolate.id.OXEC-69",1.00003801177821,1.00010782726823
"isolate.id.OXEC-71",1.0000523479612,1.00024441356889
"isolate.id.OXEC-72",1.00002930155194,1.0002274321376
"isolate.id.OXEC-73",1.00005763442684,1.00031077197011
"isolate.id.OXEC-75",0.999994071704546,1.00000780148662
"isolate.id.OXEC-79",1.00001574342366,1.00011216378588
"isolate.id.OXEC-8",0.999987092763961,1.00001562819719
"isolate.id.OXEC-80",1.00006746547975,1.00033299161979
"isolate.id.OXEC-82",0.99998269823988,0.999991674078248
"isolate.id.OXEC-83",1.00004107923461,1.00023980799152
"isolate.id.OXEC-89",1.0000260240593,1.00020980098519
"isolate.id.OXEC-90",0.999985749240783,0.999988026577697
"isolate.id.OXEC-92",1.00001534664982,1.00002943080357
"isolate.id.OXEC-93",1.00000041294889,1.00000176828122
"isolate.id.OXEC-95",0.999997630791961,1.00005260213225
"isolate.id.OXEC-97",1.00000864670568,1.00002369072259
"isolate.id.OXEC-99",1.00005496501556,1.00021536328757
"at.level(trait, ""mic"").phylo.542",1.00003174503003,1.00023734331933
"at.level(trait, ""mic"").phylo.416",0.999983558126366,0.999985218032431
"at.level(trait, ""mic"").phylo.56",0.999980073627295,0.999980208404327
"at.level(trait, ""mic"").phylo.213",0.999981473462594,0.999986466859036
"at.level(trait, ""mic"").phylo.54",0.999983434864705,0.999983969378109
"at.level(trait, ""mic"").phylo.435",0.999987702548218,0.999990120164069
"at.level(trait, ""mic"").phylo.90",0.999987916805154,0.999989244574702
"at.level(trait, ""mic"").phylo.393",0.999980010443931,0.999980037443446
"at.level(trait, ""mic"").phylo.72",0.999984326250501,0.999993453233317
"at.level(trait, ""mic"").phylo.489",0.999984231251667,1.00000031173224
"at.level(trait, ""mic"").phylo.189",0.999988377331786,1.00002081268507
"at.level(trait, ""mic"").phylo.434",1.00013880051166,1.00077602425878
"at.level(trait, ""mic"").phylo.194",1.00015996784898,1.00087400980429
"at.level(trait, ""mic"").phylo.371",1.00014986019918,1.00083177298785
"at.level(trait, ""mic"").phylo.127",1.00013650332498,1.00075496825209
"at.level(trait, ""mic"").phylo.99",1.00003352837672,1.00021794213551
"at.level(trait, ""mic"").phylo.129",1.00010181346597,1.00055734881514
"at.level(trait, ""mic"").phylo.8",0.999993681418133,1.00004190494656
"at.level(trait, ""mic"").phylo.414",1.00006075181482,1.0002681891791
"at.level(trait, ""mic"").phylo.454",1.00021655627784,1.00096139959292
"at.level(trait, ""mic"").phylo.120",1.00012386071634,1.00068021658267
"at.level(trait, ""mic"").phylo.145",1.00000005498665,1.00005564426601
"at.level(trait, ""mic"").phylo.426",1.00003916973124,1.00025450784369
"at.level(trait, ""mic"").phylo.394",1.00008107472358,1.00047153670089
"at.level(trait, ""mic"").phylo.183",1.00005557129734,1.0003590803742
"at.level(trait, ""mic"").phylo.30",1.00007278443052,1.0003703415115
"at.level(trait, ""mic"").phylo.151",1.00000210717361,1.00004703134341
"at.level(trait, ""mic"").phylo.148",1.00002069788249,1.00008404570318
"at.level(trait, ""mic"").phylo.236",1.00002382531211,1.0001158702701
"at.level(trait, ""mic"").phylo.220",1.00000927814878,1.00004597128386
"at.level(trait, ""mic"").phylo.117",1.000007098969,1.00002233340931
"at.level(trait, ""mic"").phylo.272",1.00003550027888,1.00014155172841
"at.level(trait, ""mic"").phylo.400",1.00001018013082,1.0001315659026
"at.level(trait, ""mic"").phylo.328",1.00001409513276,1.00015121081754
"at.level(trait, ""mic"").phylo.415",1.00006278533889,1.00027647281195
"at.level(trait, ""mic"").phylo.398",1.00005937814062,1.00023710654532
"at.level(trait, ""mic"").phylo.252",0.999985630984175,0.999991395588251
"at.level(trait, ""mic"").phylo.246",1.00009515276236,1.00054155877537
"at.level(trait, ""mic"").phylo.424",1.00007735316478,1.0004481579266
"at.level(trait, ""mic"").phylo.476",1.00003278137778,1.00022592911425
"at.level(trait, ""mic"").phylo.468",0.999998143297898,1.00001007009547
"at.level(trait, ""mic"").phylo.363",1.00005024653029,1.00007577870539
"at.level(trait, ""mic"").phylo.21",1.00000755710722,1.00006998545143
"at.level(trait, ""mic"").phylo.128",1.00002808778447,1.0000316136869
"at.level(trait, ""mic"").phylo.257",1.00001972727857,1.00008108188853
"at.level(trait, ""mic"").phylo.242",1.0000402654706,1.00026309888309
"at.level(trait, ""mic"").phylo.339",1.00023255540835,1.0011723464507
"at.level(trait, ""mic"").phylo.149",1.00015232764734,1.00084102469451
"at.level(trait, ""mic"").phylo.445",1.0000849532671,1.00048872280384
"at.level(trait, ""mic"").phylo.61",1.00006542122069,1.00040839319181
"at.level(trait, ""mic"").phylo.299",1.00005558169571,1.00035753803041
"at.level(trait, ""mic"").phylo.420",1.00005695766385,1.00030566275814
"at.level(trait, ""mic"").phylo.103",1.00002445153359,1.00020200486804
"at.level(trait, ""mic"").phylo.464",0.999990549780519,0.999993440759688
"at.level(trait, ""mic"").phylo.449",1.00001967069844,1.00003261590979
"at.level(trait, ""mic"").phylo.97",0.999993039411909,1.00004100417479
"at.level(trait, ""mic"").phylo.208",1.00009575305033,1.00051937983091
"at.level(trait, ""mic"").phylo.329",1.00005715014958,1.00013352877309
"at.level(trait, ""mic"").phylo.316",1.00003165754668,1.00008819140683
"at.level(trait, ""mic"").phylo.80",1.00006399037763,1.00040149206417
"at.level(trait, ""mic"").phylo.438",1.00013718701901,1.00062978999673
"at.level(trait, ""mic"").phylo.216",1.00006442522062,1.00038541983136
"at.level(trait, ""mic"").phylo.324",1.00010764074504,1.00062082667454
"at.level(trait, ""mic"").phylo.224",1.00003312965655,1.00005976655834
"at.level(trait, ""mic"").phylo.447",0.999992006249248,1.00003724830148
"at.level(trait, ""mic"").phylo.266",1.00000835075181,1.0000090246188
"at.level(trait, ""mic"").phylo.136",1.00003224178978,1.00016302315833
"at.level(trait, ""mic"").phylo.156",0.999984023119899,0.999994950556873
"at.level(trait, ""mic"").phylo.144",1.00000160180056,1.00003040413557
"at.level(trait, ""mic"").phylo.404",1.00001041020087,1.0000153655362
"at.level(trait, ""mic"").phylo.202",0.999983593782854,0.999991275276347
"at.level(trait, ""mic"").phylo.439",0.999983768475228,0.999985392950489
"at.level(trait, ""mic"").phylo.366",1.00003327704579,1.0000332946735
"at.level(trait, ""mic"").phylo.285",0.999991188714308,0.999991293794112
"at.level(trait, ""mic"").phylo.133",1.0000042690512,1.00000945960826
"at.level(trait, ""mic"").phylo.284",0.999997143540216,1.00005421791052
"at.level(trait, ""mic"").phylo.512",1.00004881752701,1.00028106567864
"at.level(trait, ""mic"").phylo.155",1.00001967828082,1.00002595629825
"at.level(trait, ""mic"").phylo.37",1.00001006620083,1.0000819535779
"at.level(trait, ""mic"").phylo.317",1.00008960015682,1.0005270844783
"at.level(trait, ""mic"").phylo.143",1.0000855462215,1.00035192909156
"at.level(trait, ""mic"").phylo.475",1.00005813304177,1.00033575839421
"at.level(trait, ""mic"").phylo.342",1.00012385857799,1.0006371831861
"at.level(trait, ""mic"").phylo.471",0.999987313333595,1.0000164081741
"at.level(trait, ""mic"").phylo.264",1.00001560315091,1.00003273590511
"at.level(trait, ""mic"").phylo.517",0.999993278058342,1.00004651831229
"at.level(trait, ""mic"").phylo.507",0.999980736067813,0.999981705978046
"at.level(trait, ""mic"").phylo.132",1.00008822804156,1.00033704104457
"at.level(trait, ""mic"").phylo.39",1.00007621079764,1.00045356694905
"at.level(trait, ""mic"").phylo.286",1.00000577862284,1.00008968789917
"at.level(trait, ""mic"").phylo.524",1.00002851434891,1.00021580011004
"at.level(trait, ""mic"").phylo.533",1.00002460565785,1.00018469225025
"at.level(trait, ""mic"").phylo.333",1.0000795797815,1.00048001119115
"at.level(trait, ""mic"").phylo.410",0.999993081402809,0.999995374559561
"at.level(trait, ""mic"").phylo.446",1.00001131938973,1.00012593269012
"at.level(trait, ""mic"").phylo.344",1.0000291275313,1.00022541827926
"at.level(trait, ""mic"").phylo.406",1.00002913012449,1.00007737263459
"at.level(trait, ""mic"").phylo.22",1.00007193188724,1.0004397740597
"at.level(trait, ""mic"").phylo.430",0.999985240646277,1.00000421265826
"at.level(trait, ""mic"").phylo.288",0.999994254550599,1.00004349873217
"at.level(trait, ""mic"").phylo.511",1.00003298759268,1.00003323950273
"at.level(trait, ""mic"").phylo.429",1.00002532361552,1.00011957907087
"at.level(trait, ""mic"").phylo.277",1.00001891358759,1.00002255518645
"at.level(trait, ""mic"").phylo.322",1.00001800412966,1.00005616261412
"at.level(trait, ""mic"").phylo.262",1.00002670644885,1.00014256217557
"at.level(trait, ""mic"").phylo.387",0.999994779672036,1.00004478375981
"at.level(trait, ""mic"").phylo.58",1.00004712312015,1.00030949383442
"at.level(trait, ""mic"").phylo.388",0.999985270174732,0.999996632960625
"at.level(trait, ""mic"").phylo.158",1.00000014960086,1.00007267749813
"at.level(trait, ""mic"").phylo.12",1.00001186726879,1.00013973965795
"at.level(trait, ""mic"").phylo.276",1.00004752932485,1.0000479329073
"at.level(trait, ""mic"").phylo.412",0.999994471707755,0.999996491751831
"at.level(trait, ""mic"").phylo.411",0.999985202982592,0.999985259139878
"at.level(trait, ""mic"").phylo.365",0.999991439951934,1.00001703763811
"at.level(trait, ""mic"").phylo.82",0.999989832611161,0.999992786716895
"at.level(trait, ""mic"").phylo.92",0.999986249075688,0.999996152135931
"at.level(trait, ""mic"").phylo.370",1.00007525648268,1.00035300387841
"at.level(trait, ""mic"").phylo.137",1.00006008360626,1.00017753740254
"at.level(trait, ""mic"").phylo.267",1.00004327106819,1.00011798472643
"at.level(trait, ""mic"").phylo.421",1.00002793382297,1.00004989943647
"at.level(trait, ""mic"").phylo.237",0.999985291204527,1.00000524667899
"at.level(trait, ""mic"").phylo.200",0.999984153361083,0.999999587812492
"at.level(trait, ""mic"").phylo.536",1.00005244799538,1.00012366526622
"at.level(trait, ""mic"").phylo.260",1.0000111562564,1.00002345065124
"at.level(trait, ""mic"").phylo.537",1.00011256437449,1.00064373298883
"at.level(trait, ""mic"").phylo.477",1.00011469277277,1.00065593062291
"at.level(trait, ""mic"").phylo.518",1.00011212681622,1.00063930423804
"at.level(trait, ""mic"").phylo.55",1.00002712987671,1.00021124307907
"at.level(trait, ""mic"").phylo.358",0.999997422940097,1.00004536841415
"at.level(trait, ""mic"").phylo.197",1.00005012258983,1.00029254897391
"at.level(trait, ""mic"").phylo.493",1.00006046705833,1.00006071648579
"at.level(trait, ""mic"").phylo.41",1.00006717093432,1.00007145040645
"at.level(trait, ""mic"").phylo.40",1.00015886620532,1.00077813034004
"at.level(trait, ""mic"").phylo.408",0.999994644500646,1.00000623481515
"at.level(trait, ""mic"").phylo.292",0.999997243540184,1.00006649177879
"at.level(trait, ""mic"").phylo.248",0.99998403719656,0.999994655343867
"at.level(trait, ""mic"").phylo.1",1.00003710277319,1.0000395519078
"at.level(trait, ""mic"").phylo.214",1.00006759925338,1.00030849092821
"at.level(trait, ""mic"").phylo.480",1.00008159672733,1.00038929776647
"at.level(trait, ""mic"").phylo.423",1.0001054003741,1.00045976875961
"at.level(trait, ""mic"").phylo.247",1.00011450891381,1.00046438156258
"at.level(trait, ""mic"").phylo.268",1.00005951179599,1.00031510888248
"at.level(trait, ""mic"").phylo.353",1.00005787416376,1.00033823968506
"at.level(trait, ""mic"").phylo.211",1.00002880231395,1.0000417959124
"at.level(trait, ""mic"").phylo.265",1.00000258786836,1.00007158937773
"at.level(trait, ""mic"").phylo.139",0.999984518075521,0.999998578736332
"at.level(trait, ""mic"").phylo.198",1.0000587145173,1.00029834780855
"at.level(trait, ""mic"").phylo.396",1.00001721215277,1.00013651579772
"at.level(trait, ""mic"").phylo.263",1.00005137662794,1.0002717282701
"at.level(trait, ""mic"").phylo.95",1.00004338946448,1.00018699699334
"at.level(trait, ""mic"").phylo.162",1.00004416569557,1.00012899339147
"at.level(trait, ""mic"").phylo.515",0.999988607451441,0.999988715142094
"at.level(trait, ""mic"").phylo.282",0.999991483311094,1.000009613729
"at.level(trait, ""mic"").phylo.427",1.00001092420236,1.00011108777536
"at.level(trait, ""mic"").phylo.240",0.999981138263067,0.999984417238522
"at.level(trait, ""mic"").phylo.166",0.999984773757102,1.00000032608921
"at.level(trait, ""mic"").phylo.182",0.999989296295489,1.00001891925632
"at.level(trait, ""mic"").phylo.532",0.999982402048344,0.999984286535384
"at.level(trait, ""mic"").phylo.273",1.00003996292339,1.00004516467683
"at.level(trait, ""mic"").phylo.119",1.00002570223086,1.00004785431446
"at.level(trait, ""mic"").phylo.355",0.999984905124415,0.999986661189963
"at.level(trait, ""mic"").phylo.241",0.99998385186733,0.999983969105631
"at.level(trait, ""mic"").phylo.203",1.00007793503793,1.00011974364737
"at.level(trait, ""mic"").phylo.121",0.999984098925308,0.999999803991397
"at.level(trait, ""mic"").phylo.305",0.999988826660622,1.00002340258028
"at.level(trait, ""mic"").phylo.534",1.00004518114369,1.00013174668891
"at.level(trait, ""mic"").phylo.167",0.999981258608022,0.999985505164373
"at.level(trait, ""mic"").phylo.336",1.00001774995855,1.00013375559578
"at.level(trait, ""mic"").phylo.188",1.00006593821221,1.00040665485524
"at.level(trait, ""mic"").phylo.274",1.00004989766301,1.00030625270994
"at.level(trait, ""mic"").phylo.281",1.00006857468072,1.00012934756674
"at.level(trait, ""mic"").phylo.89",1.00019751038835,1.00050995509939
"at.level(trait, ""mic"").phylo.531",1.00007174794418,1.00042392399792
"at.level(trait, ""mic"").phylo.164",1.00017172715571,1.00041986059092
"at.level(trait, ""mic"").phylo.382",1.00002305619297,1.0001626170478
"at.level(trait, ""mic"").phylo.192",1.00005017242872,1.00015822607023
"at.level(trait, ""mic"").phylo.301",1.00008044064905,1.0004316103614
"at.level(trait, ""mic"").phylo.506",1.00002920140849,1.0000662575067
"at.level(trait, ""mic"").phylo.334",1.00015387135262,1.00073601695924
"at.level(trait, ""mic"").phylo.469",1.00008658901045,1.00036779920632
"at.level(trait, ""mic"").phylo.2",1.00014042575971,1.00059786668042
"at.level(trait, ""mic"").phylo.470",0.999994172608369,1.00003568034534
"at.level(trait, ""mic"").phylo.351",1.00003889513544,1.00024489371016
"at.level(trait, ""mic"").phylo.31",1.00004210407665,1.00011155745266
"at.level(trait, ""mic"").phylo.159",1.00001502822728,1.00015494523264
"at.level(trait, ""mic"").phylo.187",1.00002146442098,1.00010356477551
"at.level(trait, ""mic"").phylo.488",0.999986677817784,0.999989089701806
"at.level(trait, ""mic"").phylo.486",0.999988203500436,0.999988586592805
"at.level(trait, ""mic"").phylo.225",0.999990530428227,0.999993975359923
"at.level(trait, ""mic"").phylo.32",1.00001058859075,1.00013237491555
"at.level(trait, ""mic"").phylo.541",1.00004705627426,1.00004763500096
"at.level(trait, ""mic"").phylo.380",1.00003803480028,1.00007861540932
"at.level(trait, ""mic"").phylo.462",1.0000211894672,1.00004593356755
"at.level(trait, ""mic"").phylo.451",1.00008386122088,1.00023261939341
"at.level(trait, ""mic"").phylo.403",1.00000606117765,1.00009368002986
"at.level(trait, ""mic"").phylo.115",1.00000271840282,1.00004474187275
"at.level(trait, ""mic"").phylo.250",0.999989832732091,0.999990219584261
"at.level(trait, ""mic"").phylo.93",1.00001936471616,1.00006633771011
"at.level(trait, ""mic"").phylo.230",1.0000743851939,1.00018510201402
"at.level(trait, ""mic"").phylo.457",1.00006162344109,1.00038447826283
"at.level(trait, ""mic"").phylo.313",1.00013604008372,1.00075359789103
"at.level(trait, ""mic"").phylo.331",1.00000578347606,1.00002621211726
"at.level(trait, ""mic"").phylo.176",1.00000686732837,1.00005664729349
"at.level(trait, ""mic"").phylo.75",1.00002734398028,1.00019442888017
"at.level(trait, ""mic"").phylo.296",1.00005055781761,1.00030293932453
"at.level(trait, ""mic"").phylo.205",1.00014109858596,1.00075384033069
"at.level(trait, ""mic"").phylo.256",0.999993292770028,1.0000213205579
"at.level(trait, ""mic"").phylo.487",1.00001597408871,1.00016045397389
"at.level(trait, ""mic"").phylo.347",1.00020786319828,1.00055436755526
"at.level(trait, ""mic"").phylo.442",1.0001076999466,1.00049570167797
"at.level(trait, ""mic"").phylo.495",0.999995504101844,1.00004922580848
"at.level(trait, ""mic"").phylo.116",1.0000257077574,1.00005297813288
"at.level(trait, ""mic"").phylo.233",1.00013686783534,1.00063494707473
"at.level(trait, ""mic"").phylo.539",0.99998470250592,0.99998524522834
"at.level(trait, ""mic"").phylo.83",1.00005248065581,1.00034327089882
"at.level(trait, ""mic"").phylo.444",1.0001278912853,1.00068484904872
"at.level(trait, ""mic"").phylo.508",1.00000848507938,1.00005456776536
"at.level(trait, ""mic"").phylo.33",1.00030024546465,1.0011795198032
"at.level(trait, ""mic"").phylo.142",1.00002867536822,1.00005811469466
"at.level(trait, ""mic"").phylo.311",1.0000533305294,1.000345740027
"at.level(trait, ""mic"").phylo.386",1.00013119147049,1.00071061175241
"at.level(trait, ""mic"").phylo.135",1.00007037519111,1.00043348685534
"at.level(trait, ""mic"").phylo.19",1.00004655687282,1.0002887538703
"at.level(trait, ""mic"").phylo.59",0.999990798861069,1.00001204379393
"at.level(trait, ""mic"").phylo.287",0.999986908843302,1.00000082340621
"at.level(trait, ""mic"").phylo.375",1.00001545843885,1.00006868816991
"at.level(trait, ""mic"").phylo.490",0.999988469728205,1.0000105453492
"at.level(trait, ""mic"").phylo.448",1.00003368724841,1.0001685561587
"at.level(trait, ""mic"").phylo.10",0.999994349204075,1.00000332812904
"at.level(trait, ""mic"").phylo.399",1.00007360519457,1.00012029538331
"at.level(trait, ""mic"").phylo.466",1.00000817728337,1.00004326445075
"at.level(trait, ""mic"").phylo.310",1.00002193333916,1.00003269236315
"at.level(trait, ""mic"").phylo.543",1.00005035055226,1.00020115267964
"at.level(trait, ""mic"").phylo.504",0.999983361958518,0.999993060955073
"at.level(trait, ""mic"").phylo.174",0.999987548546489,1.0000122433905
"at.level(trait, ""mic"").phylo.499",1.00002929345534,1.00016568956393
"at.level(trait, ""mic"").phylo.126",0.99999465620511,0.999996516028186
"at.level(trait, ""mic"").phylo.413",0.999990761350397,1.0000321700966
"at.level(trait, ""mic"").phylo.125",0.999985355085946,0.999987731058142
"at.level(trait, ""mic"").phylo.201",1.00002154916641,1.00015521975098
"at.level(trait, ""mic"").phylo.513",1.00002113312451,1.00005117159439
"at.level(trait, ""mic"").phylo.69",1.00005472300444,1.00017807006595
"at.level(trait, ""mic"").phylo.340",1.00004469010255,1.00030114352554
"at.level(trait, ""mic"").phylo.179",1.00002098437988,1.00017940891218
"at.level(trait, ""mic"").phylo.25",1.00003628665555,1.0002464303005
"at.level(trait, ""mic"").phylo.436",1.00002275511138,1.00007027290037
"at.level(trait, ""mic"").phylo.546",1.00015243414769,1.00015711899805
"at.level(trait, ""mic"").phylo.279",1.00000922380326,1.00012412135187
"at.level(trait, ""mic"").phylo.485",0.999985863876217,0.999999568996857
"at.level(trait, ""mic"").phylo.38",0.999987217644313,0.999998344109348
"at.level(trait, ""mic"").phylo.422",1.0000021117383,1.00003753335519
"at.level(trait, ""mic"").phylo.229",0.9999982303212,1.00003206531435
"at.level(trait, ""mic"").phylo.35",1.00000545247251,1.0001037022759
"at.level(trait, ""mic"").phylo.131",1.00003614833012,1.00014007139788
"at.level(trait, ""mic"").phylo.71",1.00006415957385,1.00006499938478
"at.level(trait, ""mic"").phylo.6",1.0000287753594,1.00021927058727
"at.level(trait, ""mic"").phylo.401",1.00004081855599,1.0001123083162
"at.level(trait, ""mic"").phylo.222",0.999999587070188,0.999999956136205
"at.level(trait, ""mic"").phylo.243",1.00002309251766,1.00010111675827
"at.level(trait, ""mic"").phylo.42",1.00003422838615,1.00003423587694
"at.level(trait, ""mic"").phylo.63",1.00003240395363,1.00023180367178
"at.level(trait, ""mic"").phylo.18",0.999997986812411,1.00004247802814
"at.level(trait, ""mic"").phylo.123",1.0000068096493,1.00001396309312
"at.level(trait, ""mic"").phylo.140",0.999998756178906,1.00001958798047
"at.level(trait, ""mic"").phylo.502",1.00003579379502,1.00007100551594
"at.level(trait, ""mic"").phylo.503",1.00000010496019,1.00007292655832
"at.level(trait, ""mic"").phylo.341",0.999994485703055,1.00005023653644
"at.level(trait, ""mic"").phylo.238",0.999983197487385,0.999986278983588
"at.level(trait, ""mic"").phylo.478",1.00000276668753,1.00005553257964
"at.level(trait, ""mic"").phylo.443",1.00000845928581,1.00003465451014
"at.level(trait, ""mic"").phylo.44",1.00001251798893,1.00014129536006
"at.level(trait, ""mic"").phylo.544",1.00000296684723,1.00008476480075
"at.level(trait, ""mic"").phylo.204",1.0000130842391,1.00001471522755
"at.level(trait, ""mic"").phylo.510",0.999985820567515,0.999998630226504
"at.level(trait, ""mic"").phylo.314",1.00002086007423,1.00006339058841
"at.level(trait, ""mic"").phylo.124",1.00000528015635,1.00001009347639
"at.level(trait, ""mic"").phylo.64",0.999989628034814,1.00000579044409
"at.level(trait, ""mic"").phylo.219",0.999994388810415,1.000021104394
"at.level(trait, ""mic"").phylo.178",1.00000949821827,1.00012423012587
"at.level(trait, ""mic"").phylo.345",0.999991427597055,0.999993464048481
"at.level(trait, ""mic"").phylo.479",0.99998719916576,1.00001558996407
"at.level(trait, ""mic"").phylo.307",0.999986355202261,0.999987277210852
"at.level(trait, ""mic"").phylo.275",1.0000178920418,1.00010219745586
"at.level(trait, ""mic"").phylo.540",0.999992060987599,1.00001851900989
"at.level(trait, ""mic"").phylo.23",1.00004346836092,1.00009293132403
"at.level(trait, ""mic"").phylo.73",1.00005822901752,1.00012011234794
"at.level(trait, ""mic"").phylo.530",1.00005344427235,1.00006602938136
"at.level(trait, ""mic"").phylo.244",1.00005161567985,1.00008699282498
"at.level(trait, ""mic"").phylo.191",1.00001746885063,1.00002873673657
"at.level(trait, ""mic"").phylo.474",1.00000498656002,1.00001801659276
"at.level(trait, ""mic"").phylo.460",0.99999538313601,1.0000194470006
"at.level(trait, ""mic"").phylo.528",1.00001705876225,1.00014773052373
"at.level(trait, ""mic"").phylo.295",1.00004756547815,1.00027019418526
"at.level(trait, ""mic"").phylo.459",0.99998381427276,0.999983829391062
"at.level(trait, ""mic"").phylo.463",0.999982654679533,0.999982942591184
"at.level(trait, ""mic"").phylo.79",0.999981553237002,0.99998724270448
"at.level(trait, ""mic"").phylo.481",0.999989702837279,0.999998162796487
"at.level(trait, ""mic"").phylo.190",1.00002856559662,1.0002039498681
"at.level(trait, ""mic"").phylo.461",0.999993246128665,1.00002797677776
"at.level(trait, ""mic"").phylo.535",1.00002608381906,1.00005748037803
"at.level(trait, ""mic"").phylo.223",1.00006818485627,1.00037342938756
"at.level(trait, ""mic"").phylo.29",1.00000326597151,1.00007715427542
"at.level(trait, ""mic"").phylo.65",1.00002664970453,1.00021114831545
"at.level(trait, ""mic"").phylo.283",1.00006406998319,1.00040189544429
"at.level(trait, ""mic"").phylo.425",1.00011524842907,1.00056388927173
"at.level(trait, ""mic"").phylo.107",0.999985557549182,1.00000707826179
